Converted 45.00 USD to 159.21 PLN
24.99,PLN,Zabka Zc010 K.1 KRAKOW
91.68,PLN,Uber   *Eats HELP.UBER.COM
Converted 45.00 USD to 159.66 PLN
28.98,PLN,Zabka Zc010 K.1 KRAKOW
61.69,PLN,Uber   *Eats HELP.UBER.COM
Converted 27.34 USD to 97.02 PLN
26.99,PLN,Zabka Zc010 K.1 KRAKOW
116.64,PLN,Super - Pharm Krakow Pk Krakow
23.50,PLN,Carrefour Express V90 KRAKOW
Converted 41.20 USD to 149.43 PLN
33.47,PLN,Zabka Zc010 K.1 KRAKOW
5.70,PLN,Zabka Za733 K.2 KRAKOW
18.49,PLN,Zabka Za733 K.1 KRAKOW
Converted 10.19 USD to 36.92 PLN
38.98,PLN,Zabka Zc010 K.1 KRAKOW
Sent money to KRZYSZTOF KRAJEWSKI SIUDA (fee: 3.48 PLN)
Wise Charges for: TRANSFER-1921584321
55.82,PLN,Uber   *Eats HELP.UBER.COM
43.48,PLN,Zabka Zc010 K.1 KRAKOW
1.58,USD,B2b Prime Amzn.com/bill
24.99,PLN,Zabka Zc010 K.1 KRAKOW
76.39,PLN,Uber   *Eats HELP.UBER.COM
23.42,PLN,Czajczyk S.c. KRAKOW
17.43,USD,Numberbarn NUMBERBARN.CO (fee: 0.42 PLN)
Wise Charges for: CARD-3342254769
Card transaction of -100.00 PLN issued by Znanylekarz Spolka Z O warszawa
56.00,PLN,Gwg Gabriela Witk64955 Krakow
51.48,PLN,Zabka Za733 K.1 KRAKOW
1.58,USD,B2b Prime Amzn.com/bill
3.49,PLN,Duzy Ben Sp. Z O.o. KRAKOW
Converted 210.52 USD to 759.52 PLN
Converted 69.45 USD to 249.96 PLN
300.00,PLN,Rb Sp. Z O.o. Krakow
300.00,PLN,Rb Sp. Z O.o. Krakow
Paid to LEADBANKSELFLEND
36.18,PLN,Zabka Zc010 K.1 KRAKOW
29.99,PLN,Google Play Apps Dublin
34.00,PLN,Gwg Gabriela Witk64955 Krakow
3.00,PLN,Spotify P3e52ceaa0 Stockholm
3.00,PLN,Spotify P3e52ceaa0 Stockholm
49.46,PLN,Zabka Zc010 K.1 KRAKOW
24.48,PLN,Allegro Poznan
31.29,PLN,Zabka Zc010 K.1 KRAKOW
Converted 100.00 USD to 360.87 PLN
8.90,USD,Jobcopilot SINGAPORE (fee: 0.22 PLN)
Wise Charges for: CARD-3332659934
48.00,USD,Obsidian OAKVILLE (fee: 1.15 PLN)
Wise Charges for: CARD-3331346122
59.58,PLN,Uber   *Eats HELP.UBER.COM
249.00,PLN,Pp*Medistore.com.p WARSZAWA
100.00,PLN,Znanylekarz Spolka Z O warszawa
Converted 100.00 USD to 360.87 PLN
45.47,PLN,Zabka Zc010 K.1 KRAKOW
300.00,PLN,Rb Sp. Z O.o. Krakow
Card transaction of -9.38 PLN issued by Openai *Chatgpt Subscr DUBLIN
22.99,PLN,Zabka Zc010 K.1 KRAKOW
72.00,PLN,Gotinder.com/help Tinder
93.48,PLN,Uber *Eats Help.uber.com Amsterdam
42.48,PLN,Zabka Zc010 K.1 KRAKOW
14.99,PLN,Empik S.a. Pp L3000 KRAKOW
91.00,PLN,Pepco 110238 Krakow 21 KRAKOW
10.29,PLN,Zabka Zc010 K.2 KRAKOW
45.00,USD,Macincloud.com 702-518-6034 (fee: 1.07 PLN)
Wise Charges for: CARD-3317442241
56.00,PLN,Da Diego Pizzeria Krakow
21.50,PLN,Zabka Z9133 K.1 KRAKOW
63.35,PLN,Bolt.eu/o/2601051657 Warsaw
63.35,PLN,Bolt.eu/o/2601051657 Warsaw
42.65,PLN,Popeyes Galeria Krakow KRAKOW
276.98,PLN,Media Markt P505 K.103 KRAKOW
29.00,PLN,Cynamon Krakow KRAKOW
19.00,PLN,Cynamon Krakow KRAKOW
97.00,PLN,Royal Curry KRAKOW
0.70,USD,Backblaze Inc BACKBLAZE.COM (fee: 0.01 PLN)
Wise Charges for: CARD-3311480357
300.00,PLN,Rb Sp. Z O.o. Krakow
19.90,PLN,Zabka Z6280 K.2 KRAKOW
37.00,PLN,Oriental Spoon KRAKOW
11.69,PLN,Zabka Zd173 K.1 KRAKOW
10.00,PLN,Bolt.eu/o/2601051115 Warsaw
10.00,PLN,Bolt.eu/o/2601051115 Warsaw
44.77,PLN,Bolt.eu/o/2601050901 Warsaw
99.90,PLN,Zara Galeria Krakows 01 KRAKOW
14.32,USD,Anytime Mailbox ANYTIMEMAILBO (fee: 0.35 PLN)
Wise Charges for: CARD-3310799588
26.99,PLN,Zabka Z5771 K.1 KRAKOW
319.84,PLN,Ebs Spolka Akcyjna KRAKOW
44.77,PLN,Bolt.eu/o/2601050901 Warsaw
22.60,USD,Tello Us 866-3770294 (fee: 0.53 PLN)
Wise Charges for: CARD-3310375206
103.99,PLN,Zabka Zc010 K.1 KRAKOW
94.18,PLN,Uber   *Eats HELP.UBER.COM
14.95,USD,Audible*Lv5hn7ns3 Amzn.com/bill (fee: 0.36 PLN)
Wise Charges for: CARD-3307775538
48.97,PLN,Zabka Zc010 K.1 KRAKOW
17.50,USD,New York State Dmv 518-4740904 (fee: 0.41 PLN)
Wise Charges for: CARD-3306481468
74.99,USD,Nav Tech 855-226-8388 NAV.COM (fee: 1.77 PLN)
Wise Charges for: CARD-3305737568
24.99,PLN,Dodatek Do P*Zg2524bg4 primevideo.pl
29.18,PLN,Zabka Zc010 K.2 KRAKOW
4.71,USD,Macincloud.com 702-518-6034 (fee: 0.12 PLN)
Wise Charges for: CARD-3301499097
53.98,PLN,Zabka Zc010 K.1 KRAKOW
600.00,PLN,Teletorium Krakow
3.99,PLN,Zabka Z6895 K.1 KRAKOW
349.92,PLN,Apteka Gemini Krakow
30.98,PLN,Zabka Zc010 K.1 KRAKOW
21.15,PLN,Bolt.eu/o/2601020937 Warsaw
21.15,PLN,Bolt.eu/o/2601020938 Warsaw
21.15,PLN,Bolt.eu/o/2601020937 Warsaw
5.99,PLN,Zabka Zc010 K.2 KRAKOW
23.28,PLN,Zabka Zc010 K.1 KRAKOW
44.69,PLN,Bolt.eu/o/2601011810 Warsaw
24.70,PLN,Zabka Za733 K.1 KRAKOW
44.69,PLN,Bolt.eu/o/2601011810 Warsaw
12.99,PLN,Uber   *One Membership UBER.COM/BILL
8.90,USD,Jobcopilot SINGAPORE (fee: 0.22 PLN)
Wise Charges for: CARD-3296801267
46.99,PLN,Google One Dublin
26.99,PLN,Zabka Zc010 K.1 KRAKOW
45.00,PLN,Allegro Poznan
194.80,PLN,Allegro Poznan
Sent money to Piotr Kmiecik (fee: 3.48 PLN)
Wise Charges for: TRANSFER-1898466660
Sent money to Piotr Kmiecik (fee: 3.48 PLN)
Wise Charges for: TRANSFER-1898464935
10.76,USD,Tello Us 866-3770294 (fee: 0.25 PLN)
Wise Charges for: CARD-3295345381
Card transaction of -14.66 PLN issued by Uber   *Eats HELP.UBER.COM
Paid to Credit Strong
36.00,PLN,Smartplatinium.perfect Krakow
Card transaction of 1,134.00 PLN issued by Pp*Medistore.com.p WARSZAWA
72.00,PLN,Gotinder.com/help Tinder
27.90,USD,Macincloud.com 702-518-6034 (fee: 0.66 PLN)
Wise Charges for: CARD-3290967749
37.50,USD,Macincloud.com 702-518-6034 (fee: 0.89 PLN)
Wise Charges for: CARD-3290967694
94.84,PLN,Uber   *Eats HELP.UBER.COM
38.99,PLN,Rossmann 44 KRAKOW
103.98,PLN,Zabka Z9133 K.1 KRAKOW
26.98,PLN,Zabka Z9133 K.1 KRAKOW
197.00,PLN,Da Diego Pizzeria Krakow
65.00,PLN,Medfile.pl Leszno
23.99,PLN,Spotify P3dee7c3c0 Stockholm
42.97,PLN,Zabka Zc010 K.1 KRAKOW
20.97,PLN,Zabka Zc010 K.2 KRAKOW
14.98,PLN,Zabka Zc010 K.1 KRAKOW
42.00,EUR,Coursera*602586411 +16509639884
42.00,EUR,Coursera.org SCHIPHOL (fee: 1.13 PLN)
Wise Charges for: CARD-3281280864
42.00,EUR,Coursera*602586411 +16509639884
31.27,PLN,Bolt.eu/o/2512281555 Warsaw
99.88,PLN,Jmp S.a. Biedronka 5197 KRAKOW
147.16,PLN,Super - Pharm Krakow Pk Krakow
9.00,PLN,Bistro W Biegu Krakow
26.99,PLN,Zabka Z5771 K.1 KRAKOW
23.69,PLN,Bolt.eu/o/2512281452 Warsaw
Sent money to Wojciech Gorzynski (fee: 3.48 PLN)
Wise Charges for: TRANSFER-1891708961
30.97,PLN,Zabka Zc010 K.1 KRAKOW
34.49,PLN,Zabka Zc010 K.1 KRAKOW
26.77,PLN,Zabka Zc010 K.1 KRAKOW
20.33,PLN,Bolt.eu/o/2512271812 Warsaw
7.98,PLN,Zabka Z7353 K.1 KRAKOW
221.00,PLN,Poklady 01 KRAKOW
25.73,PLN,Bolt.eu/o/2512271622 Warsaw
775.25,PLN,T-Mobile Polska WARSZAWA
91.16,PLN,Zabka Zc010 K.1 KRAKOW
727.37,PLN,T-Mobile Polska WARSZAWA
650.00,PLN,Teletorium Krakow
54.98,PLN,Rossmann 48 KRAKOW
23.73,PLN,Bolt.eu/o/2512270909 Warsaw
1.50,PLN,Zabka Zc010 K.2 KRAKOW
41.48,PLN,Zabka Zc010 K.2 KRAKOW
27.69,PLN,Zabka Zc010 K.1 KRAKOW
9.99,PLN,Sklep Prime Video primevideo.pl
92.45,PLN,Zabka Zc010 K.1 KRAKOW
113.78,PLN,Uber   *Eats HELP.UBER.COM
35.00,USD,Kikoffinc* Cljbagtf6h KIKOFF.COM (fee: 0.83 PLN)
Wise Charges for: CARD-3273236795
39.46,PLN,Zabka Zc010 K.1 KRAKOW
8.90,USD,Jobcopilot SINGAPORE (fee: 0.21 PLN)
Wise Charges for: CARD-3270148939
105.98,PLN,Uber   *Eats HELP.UBER.COM
89.79,PLN,Uber   *Eats HELP.UBER.COM
23.95,USD,Flexjobs.com 866-991-9222 (fee: 0.57 PLN)
Wise Charges for: CARD-3267235357
9.99,PLN,Sklep Prime Video primevideo.pl
45.98,PLN,Zabka Zc010 K.1 KRAKOW
25.98,PLN,Zabka Zc010 K.1 KRAKOW
6.14,USD,1password TORONTO (fee: 0.15 PLN)
Wise Charges for: CARD-3259489742
47.00,PLN,Gwg Gabriela Witk64955 Krakow
155.84,PLN,Apteka Gemini Krakow
26.99,PLN,Kiosk Wielobranzowy Krzys KRAKOW
36.89,EUR,Adobe  *Adobe 044-207-3650 (fee: 1.00 PLN)
Wise Charges for: CARD-3258086045
9.99,USD,Ipostal*Renewal IPOSTAL1.COM (fee: 0.24 PLN)
Wise Charges for: CARD-3257604615
135.69,PLN,Stokrotka Nr 0532 KRAKOW
133.00,PLN,Zielony Zakatek KRAKOW
9.99,PLN,Sklep Prime Video primevideo.pl
12.99,EUR,Paypal *Proton 35314369001 (fee: 0.36 PLN)
Wise Charges for: CARD-3254557247
34.99,PLN,Dodatek Do P*Zd2w35tn4 primevideo.pl
53.96,PLN,Zabka Zc010 K.1 KRAKOW
32.29,PLN,Zabka Zc010 K.1 KRAKOW
19.99,PLN,Zabka Zc010 K.1 KRAKOW
102.90,PLN,Cinema City Kazimierz KRAKOW
9.00,PLN,Kreuzberg Kraft Keba 01 KRAKOW
20.00,PLN,Cinema City Kazimierz Aut KRAKOW
16.00,PLN,Laba Bistro KRAKOW
150.00,PLN,Laba Bistro KRAKOW
42.12,PLN,Bolt.eu/o/2512201538 Warsaw
20.00,PLN,Grande Bistro KRAKOW
10.30,USD,Kikoff* Zo36cvu7il3si5 WWW.KIKOFF.CO (fee: 0.24 PLN)
Wise Charges for: CARD-3252132180
17.00,PLN,Feel The Chill KRAKOW
75.98,PLN,Super - Pharm Krakow Ka Krakow
657.00,PLN,Super - Pharm Krakow Ka Krakow
17.00,PLN,Route 66 KRAKOW
5.32,PLN,Zabka Z4043 K.1 KRAKOW
42.12,PLN,Bolt.eu/o/2512201538 Warsaw
30.98,PLN,Zabka Z9133 K.1 KRAKOW
42.00,PLN,Gwg Gabriela Witk64955 Krakow
17.43,USD,Numberbarn NUMBERBARN.CO (fee: 0.41 PLN)
Wise Charges for: CARD-3250356171
50.23,PLN,Bolt.eu/o/2512200143 Warsaw
50.23,PLN,Bolt.eu/o/2512200143 Warsaw
79.00,PLN,Rin Music Club Krakow
300.00,PLN,Ul Szewska 9 KRAKOW
18.00,PLN,Taste Poland 02 KRAKOW
10.00,PLN,Restauracja Oh My42532 Katowice
46.00,PLN,Restauracja Oh My42532 Katowice
97.00,PLN,Klub Piwnica Pod Baran KRAKOW
63.11,PLN,Bolt.eu/o/2512191852 Warsaw
81.50,PLN,Food Factory Krakow
Sent money to Wiktoria Alicja Westen Kim (fee: 3.48 PLN)
Wise Charges for: TRANSFER-1878718988
Sent money to Piotr Kmiecik (fee: 3.48 PLN)
Wise Charges for: TRANSFER-1878650258
Sent money to Piotr Kmiecik (fee: 3.48 PLN)
Wise Charges for: TRANSFER-1878645106
Sent money to Szymon Firek (fee: 3.48 PLN)
Wise Charges for: TRANSFER-1878642286
Converted 6,538.00 USD to 23,375.45 PLN
8.90,USD,Jobcopilot SINGAPORE (fee: 0.22 PLN)
Wise Charges for: CARD-3247158251
159.99,PLN,Sklep Terranova Krakow
Converted 85.00 USD to 304.84 PLN
7.49,PLN,Carrefour Express H70 KRAKOW
16.00,PLN,Kinki Ramen KRAKOW
7.98,PLN,Zabka Z4824 K.2 KRAKOW
8.99,PLN,Zabka Z4824 K.1 KRAKOW
36.62,PLN,V43 Carrefour Express KRAKOW
45.57,PLN,Bolt.eu/o/2512190854 Warsaw
Converted 50.00 USD to 179.18 PLN
10.00,USD,Obsidian OAKVILLE (fee: 0.24 PLN)
Wise Charges for: CARD-3241353811
34.99,PLN,Openai *Chatgpt Subscr DUBLIN
34.00,PLN,Gwg Gabriela Witk64955 Krakow
77.92,PLN,Apteka Gemini Krakow
12.62,PLN,Bolt.eu/o/2512171232 Warsaw
14.99,PLN,Apteka 18 KRAKOW
7.99,PLN,Rossmann 44 KRAKOW
49.86,PLN,Zabka Zc010 K.1 KRAKOW
Converted 30.00 USD to 107.58 PLN
Converted 50.00 USD to 179.31 PLN
31.99,PLN,Zabka Zc010 K.1 KRAKOW
38.96,PLN,Apteka Gemini Krakow
22.99,PLN,Zabka Zc010 K.1 KRAKOW
69.56,PLN,Zabka Zc010 K.1 KRAKOW
63.28,PLN,Stokrotka Nr 0532 KRAKOW
Converted 50.00 USD to 179.33 PLN
50.95,PLN,Zabka Zc010 K.1 KRAKOW
Converted 27.84 USD to 99.86 PLN
150.00,PLN,Da Diego Pizzeria Krakow
75.25,PLN,Zabka Zc010 K.1 KRAKOW
Converted 50.00 USD to 179.32 PLN
8.90,USD,Jobcopilot SINGAPORE (fee: 0.22 PLN)
Wise Charges for: CARD-3218639384
24.99,PLN,Zabka Zc010 K.1 KRAKOW
2.59,PLN,Empik S.a. Pp L3000 KRAKOW
11.99,PLN,Stokrotka Nr 0532 KRAKOW
12.99,PLN,Empik S.a. Pp L3000 KRAKOW
77.92,PLN,Apteka Gemini Krakow
Converted 50.00 USD to 179.75 PLN
100.00,PLN,Oplata.psychomedic.pl Warszawa
67.00,PLN,Netflix.com NETFLIX.COM
17.98,PLN,Zabka Zc010 K.2 KRAKOW
14.78,PLN,Zabka Zc010 K.1 KRAKOW
26.98,PLN,Zabka Zc010 K.2 KRAKOW
Converted 50.00 USD to 180.98 PLN
350.00,PLN,Psychomedic.online Warszawa
Converted 60.00 USD to 217.27 PLN
27.98,PLN,Zabka Zc010 K.1 KRAKOW
9.39,PLN,Zabka Zc010 K.2 KRAKOW
29.68,PLN,Zabka Zc010 K.1 KRAKOW
4.50,PLN,Zabka Zc010 K.2 KRAKOW
9.50,PLN,Zabka Zc010 K.2 KRAKOW
18.69,PLN,Zabka Zc010 K.1 KRAKOW
249.00,PLN,Teletorium Krakow
16.98,PLN,Zabka Zc010 K.2 KRAKOW
22.99,PLN,Zabka Zc010 K.1 KRAKOW
5.80,PLN,Zabka Zc010 K.2 KRAKOW
27.68,PLN,Zabka Zc010 K.1 KRAKOW
34.00,PLN,Gwg Gabriela Witk64955 Krakow
Converted 68.00 USD to 247.30 PLN
54.67,PLN,Zabka Zc010 K.1 KRAKOW
9.99,PLN,Zabka Zc010 K.2 KRAKOW
19.99,PLN,Zabka Zc010 K.1 KRAKOW
Card transaction of -250.00 PLN issued by Znanylekarz Spolka Z O warszawa
30.97,PLN,Zabka Zc010 K.1 KRAKOW
250.00,PLN,Znanylekarz Spolka Z O warszawa
Converted 2.00 USD to 7.23 PLN
Converted 130.00 USD to 470.76 PLN
70.97,PLN,Zabka Zc010 K.1 KRAKOW
86.88,PLN,Uber   *Eats HELP.UBER.COM
Converted 50.00 USD to 181.06 PLN
0.68,USD,Backblaze Inc BACKBLAZE.COM (fee: 0.01 PLN)
Wise Charges for: CARD-3196693001
8.90,USD,Jobcopilot SINGAPORE (fee: 0.22 PLN)
Wise Charges for: CARD-3193185490
22.99,PLN,Zabka Zc010 K.1 KRAKOW
22.99,PLN,Zabka Zc010 K.1 KRAKOW
12.80,PLN,Apteka Gemini Krakow
Converted 25.00 USD to 90.58 PLN
5.47,PLN,Czajczyk S.c. KRAKOW
34.59,PLN,Zabka Zc010 K.1 KRAKOW
44.99,USD,Aaa Idp 877-503-9838 (fee: 1.08 PLN)
Wise Charges for: CARD-3187109203
44.99,USD,Aaa Idp WEST PALM BEA
44.99,USD,Aaa Idp WEST PALM BEA
44.99,USD,Aaa Idp WEST PALM BEA
44.99,USD,Aaa Idp WEST PALM BEA
44.99,USD,Aaa Idp WEST PALM BEA
44.99,USD,Aaa Idp WEST PALM BEA
300.00,PLN,Psychomedic.online Warszawa
Converted 15.00 USD to 54.44 PLN
Converted 75.00 USD to 272.32 PLN
82.13,PLN,Uber   *Eats HELP.UBER.COM
22.99,PLN,Zabka Zc010 K.1 KRAKOW
Sent money to Szymon Firek (fee: 3.48 PLN)
Wise Charges for: TRANSFER-1849579712
Converted 131.95 USD to 480.15 PLN
54.03,PLN,Zabka Zc010 K.1 KRAKOW
12.99,PLN,Uber   *One Membership UBER.COM/BILL
22.99,PLN,Zabka Zc010 K.1 KRAKOW
17.50,USD,New York State Dmv 518-4740904 (fee: 0.42 PLN)
Wise Charges for: CARD-3182038693
Paid to Credit Strong
18.17,PLN,Uber   *Trip HELP.UBER.COM
18.17,PLN,Uber   *Trip HELP.UBER.COM
38.96,PLN,Apteka Gemini Krakow
18.98,PLN,Uber   *Trip HELP.UBER.COM
41.68,PLN,Zabka Zc010 K.1 KRAKOW
Sent money to Piotr Kmiecik (fee: 3.48 PLN)
Wise Charges for: TRANSFER-1846084479
Converted 660.00 USD to 2,401.51 PLN
46.99,PLN,Google *Google Play Ap g.co/HelpPay#
Converted 120.00 USD to 437.07 PLN
23.99,PLN,Spotify P3cecb7a6c Stockholm
57.49,PLN,Uber   *Eats HELP.UBER.COM
Converted 100.00 USD to 364.23 PLN
127.71,PLN,Zabka Zc010 K.1 KRAKOW
153.00,PLN,Hana Sushi KRAKOW
3.99,PLN,U65 Carrefour Express KRAKOW
54.97,PLN,Zabka Zc010 K.1 KRAKOW
Converted 368.82 PLN to 100.00 USD (fee: 2.42 PLN)
Wise Charges for: BALANCE-4389320399
28.98,PLN,Zabka Zc010 K.1 KRAKOW
76.39,PLN,Uber   *Eats HELP.UBER.COM
303.99,PLN,Zabka Z6858 K.1 KRAKOW
34.49,PLN,Zabka Z6858 K.1 KRAKOW
Paid to LEADBANKSELFLEND
